,time,type
43806,38307,retweet
43807,38309,retweet
43808,38309,retweet
43809,38311,retweet
43810,38311,retweet
43811,38311,reply
43812,38311,retweet
43813,38312,reply
43814,38312,retweet
43815,38312,retweet
43816,38313,retweet
43817,38314,retweet
43818,38314,reply
43819,38314,retweet
43820,38314,retweet
43821,38316,reply
43822,38317,retweet
43823,38318,reply
43824,38319,reply
43825,38319,retweet
43826,38319,retweet
43827,38319,retweet
43828,38320,retweet
43829,38322,retweet
43830,38322,reply
43831,38322,reply
43832,38322,retweet
43833,38323,retweet
43834,38323,retweet
43835,38323,retweet
43836,38324,retweet
43837,38324,reply
43838,38325,reply
43839,38325,reply
43840,38326,retweet
43841,38326,retweet
43842,38328,retweet
43843,38329,retweet
43844,38329,retweet
43845,38330,retweet
43846,38330,retweet
43847,38331,retweet
43848,38332,retweet
43849,38335,retweet
43850,38337,reply
43851,38338,retweet
43852,38340,retweet
43853,38340,reply
43854,38340,retweet
43855,38340,reply
43856,38341,retweet
43857,38342,reply
43858,38342,retweet
43859,38342,reply
43860,38342,retweet
43861,38345,reply
43862,38345,retweet
43863,38346,retweet
43864,38346,retweet
43865,38347,retweet
43866,38347,retweet
43867,38347,reply
43868,38348,retweet
43869,38349,retweet
43870,38350,retweet
43871,38350,retweet
43872,38350,reply
43873,38351,retweet
43874,38351,reply
43875,38354,retweet
43876,38354,retweet
43877,38355,retweet
43878,38355,retweet
43879,38355,retweet
43880,38355,retweet
43881,38357,retweet
43882,38357,retweet
43883,38358,retweet
43884,38360,retweet
43885,38361,retweet
43886,38364,retweet
43887,38364,retweet
43888,38364,retweet
43889,38364,retweet
43890,38366,retweet
43891,38367,retweet
43892,38368,retweet
43893,38368,reply
43894,38368,reply
43895,38368,reply
43896,38369,retweet
43897,38369,retweet
43898,38369,retweet
43899,38370,retweet
43900,38370,retweet
43901,38371,retweet
43902,38372,retweet
43903,38373,reply
43904,38373,retweet
43905,38374,retweet
43906,38374,reply
43907,38374,retweet
43908,38375,retweet
43909,38376,retweet
43910,38376,retweet
43911,38376,retweet
43912,38377,retweet
43913,38378,retweet
43914,38380,retweet
43915,38384,retweet
43916,38385,retweet
43917,38386,reply
43918,38388,retweet
43919,38389,retweet
43920,38391,retweet
43921,38391,reply
43922,38392,retweet
43923,38393,retweet
43924,38395,reply
43925,38395,retweet
43926,38395,retweet
43927,38398,reply
43928,38399,retweet
43929,38399,retweet
43930,38401,retweet
43931,38402,retweet
43932,38403,reply
43933,38404,reply
43934,38406,retweet
43935,38407,message
43936,38407,retweet
43937,38408,retweet
43938,38409,retweet
43939,38411,retweet
43940,38411,retweet
43941,38411,retweet
43942,38412,retweet
43943,38412,retweet
43944,38412,retweet
43945,38412,retweet
43946,38412,retweet
43947,38412,retweet
43948,38412,retweet
43949,38412,retweet
43950,38413,retweet
43951,38413,retweet
43952,38413,retweet
43953,38413,retweet
43954,38414,retweet
43955,38414,retweet
43956,38414,retweet
43957,38414,retweet
43958,38414,retweet
43959,38414,retweet
43960,38415,retweet
43961,38415,retweet
43962,38415,retweet
43963,38415,retweet
43964,38415,retweet
43965,38415,retweet
43966,38415,retweet
43967,38415,reply
43968,38415,retweet
43969,38416,retweet
43970,38416,retweet
43971,38416,retweet
43972,38416,retweet
43973,38416,retweet
43974,38416,retweet
43975,38416,retweet
43976,38416,retweet
43977,38417,retweet
43978,38417,retweet
43979,38417,reply
43980,38417,retweet
43981,38417,retweet
43982,38417,retweet
43983,38418,retweet
43984,38418,retweet
43985,38418,retweet
43986,38419,retweet
43987,38419,reply
43988,38419,retweet
43989,38419,retweet
43990,38419,retweet
43991,38419,retweet
43992,38419,retweet
43993,38419,retweet
43994,38420,retweet
43995,38420,retweet
43996,38420,retweet
43997,38420,retweet
43998,38420,retweet
43999,38420,retweet
44000,38421,retweet
44001,38421,retweet
44002,38422,retweet
44003,38422,retweet
44004,38422,retweet
44005,38423,retweet
44006,38423,retweet
44007,38423,retweet
44008,38425,reply
44009,38426,retweet
44010,38426,retweet
44011,38426,reply
44012,38429,retweet
44013,38430,retweet
44014,38430,retweet
44015,38430,retweet
44016,38431,message
44017,38432,reply
44018,38433,retweet
44019,38433,retweet
44020,38433,reply
44021,38434,retweet
44022,38435,message
44023,38436,retweet
44024,38436,retweet
44025,38437,reply
44026,38437,retweet
44027,38438,retweet
44028,38438,retweet
44029,38439,retweet
44030,38439,retweet
44031,38440,retweet
44032,38440,reply
44033,38440,reply
44034,38441,reply
44035,38442,retweet
44036,38443,retweet
44037,38443,retweet
44038,38443,retweet
44039,38443,retweet
44040,38443,retweet
44041,38444,retweet
44042,38444,reply
44043,38445,reply
44044,38447,retweet
44045,38447,retweet
44046,38447,retweet
44047,38448,retweet
44048,38448,reply
44049,38448,retweet
44050,38449,retweet
44051,38449,retweet
44052,38449,retweet
44053,38450,reply
44054,38450,retweet
44055,38450,retweet
44056,38450,retweet
44057,38451,retweet
44058,38451,retweet
44059,38452,retweet
44060,38452,retweet
44061,38452,reply
44062,38454,reply
44063,38454,retweet
44064,38454,retweet
44065,38454,retweet
44066,38455,retweet
44067,38456,retweet
44068,38458,retweet
44069,38459,retweet
44070,38459,retweet
44071,38460,retweet
44072,38460,message
44073,38460,reply
44074,38460,message
44075,38462,retweet
44076,38462,retweet
44077,38462,retweet
44078,38462,retweet
44079,38462,retweet
44080,38463,reply
44081,38463,retweet
44082,38463,retweet
44083,38465,retweet
44084,38466,reply
44085,38466,reply
44086,38467,retweet
44087,38469,retweet
44088,38470,reply
44089,38470,retweet
44090,38471,reply
44091,38472,retweet
44092,38472,retweet
44093,38472,retweet
44094,38473,retweet
44095,38473,retweet
44096,38473,reply
44097,38473,retweet
44098,38474,retweet
44099,38475,retweet
44100,38476,retweet
44101,38477,retweet
44102,38478,retweet
44103,38478,retweet
44104,38479,message
44105,38479,retweet
44106,38479,retweet
44107,38480,reply
44108,38481,retweet
44109,38482,retweet
44110,38482,retweet
44111,38482,retweet
44112,38482,retweet
44113,38483,retweet
44114,38484,message
44115,38484,retweet
44116,38485,reply
44117,38486,retweet
44118,38486,reply
44119,38487,message
44120,38487,retweet
44121,38488,reply
44122,38489,retweet
44123,38491,retweet
44124,38492,reply
44125,38492,retweet
44126,38492,retweet
44127,38493,reply
44128,38493,retweet
44129,38493,reply
44130,38494,retweet
44131,38495,retweet
44132,38495,retweet
44133,38495,reply
44134,38496,reply
44135,38498,retweet
44136,38498,retweet
44137,38499,message
44138,38499,reply
44139,38501,reply
44140,38501,retweet
44141,38501,message
44142,38501,retweet
44143,38502,retweet
44144,38502,retweet
44145,38502,reply
44146,38503,retweet
44147,38505,retweet
44148,38506,retweet
44149,38507,retweet
44150,38508,retweet
44151,38508,retweet
44152,38508,reply
44153,38508,retweet
44154,38509,retweet
44155,38509,reply
44156,38509,reply
44157,38510,retweet
44158,38510,reply
44159,38513,retweet
44160,38513,retweet
44161,38513,retweet
44162,38515,reply
44163,38515,retweet
44164,38515,retweet
44165,38516,retweet
44166,38516,retweet
44167,38517,retweet
44168,38517,reply
44169,38518,retweet
44170,38518,retweet
44171,38519,retweet
44172,38522,message
44173,38522,retweet
44174,38522,retweet
44175,38523,reply
44176,38524,retweet
44177,38524,retweet
44178,38525,retweet
44179,38525,retweet
44180,38526,reply
44181,38527,retweet
44182,38527,retweet
44183,38527,reply
44184,38527,retweet
44185,38528,retweet
44186,38528,retweet
44187,38529,reply
44188,38531,retweet
44189,38532,retweet
44190,38532,reply
44191,38533,retweet
44192,38533,retweet
44193,38535,retweet
44194,38536,retweet
44195,38536,retweet
44196,38536,retweet
44197,38536,retweet
44198,38537,retweet
44199,38539,retweet
44200,38540,retweet
44201,38540,reply
44202,38540,reply
44203,38540,retweet
44204,38541,retweet
44205,38541,retweet
44206,38542,message
44207,38542,retweet
44208,38542,retweet
44209,38542,retweet
44210,38543,retweet
44211,38544,retweet
44212,38545,retweet
44213,38545,retweet
44214,38546,reply
44215,38546,retweet
44216,38546,retweet
44217,38548,retweet
44218,38548,reply
44219,38548,retweet
44220,38550,retweet
44221,38551,retweet
44222,38552,retweet
44223,38553,retweet
44224,38553,retweet
44225,38554,retweet
44226,38555,retweet
44227,38556,reply
44228,38556,reply
44229,38556,retweet
44230,38557,retweet
44231,38559,retweet
44232,38560,reply
44233,38563,retweet
44234,38568,retweet
44235,38569,retweet
44236,38570,retweet
44237,38570,retweet
44238,38570,retweet
44239,38570,retweet
44240,38571,retweet
44241,38571,retweet
44242,38571,message
44243,38572,retweet
44244,38573,reply
44245,38575,retweet
44246,38575,message
44247,38575,reply
44248,38576,retweet
44249,38577,retweet
44250,38577,reply
44251,38577,retweet
44252,38578,retweet
44253,38578,retweet
44254,38579,retweet
44255,38580,reply
44256,38582,retweet
44257,38583,retweet
44258,38584,reply
44259,38585,retweet
44260,38585,reply
44261,38585,reply
44262,38586,reply
44263,38587,retweet
44264,38589,retweet
44265,38590,reply
44266,38592,retweet
44267,38593,retweet
44268,38595,retweet
44269,38595,retweet
44270,38596,retweet
44271,38597,retweet
44272,38597,reply
44273,38598,retweet
44274,38600,retweet
44275,38600,message
44276,38602,retweet
44277,38602,retweet
44278,38603,reply
44279,38603,reply
44280,38607,retweet
44281,38608,retweet
44282,38608,reply
44283,38610,retweet
44284,38611,retweet
44285,38611,retweet
44286,38611,retweet
44287,38611,reply
44288,38612,reply
44289,38613,reply
44290,38613,message
44291,38614,reply
44292,38614,retweet
44293,38615,reply
44294,38615,retweet
44295,38616,retweet
44296,38617,retweet
44297,38617,retweet
44298,38618,retweet
44299,38618,retweet
44300,38619,reply
44301,38619,retweet
44302,38619,retweet
44303,38620,retweet
44304,38620,retweet
44305,38621,message
44306,38621,retweet
44307,38622,reply
44308,38623,retweet
44309,38624,retweet
44310,38625,retweet
44311,38626,reply
44312,38626,reply
44313,38626,retweet
44314,38628,reply
44315,38629,retweet
44316,38629,retweet
44317,38630,message
44318,38630,retweet
44319,38631,retweet
44320,38633,retweet
44321,38633,retweet
44322,38635,reply
44323,38635,retweet
44324,38635,retweet
44325,38635,reply
44326,38636,retweet
44327,38636,reply
44328,38637,retweet
44329,38638,retweet
44330,38638,retweet
44331,38639,reply
44332,38639,reply
44333,38640,retweet
44334,38641,retweet
44335,38641,retweet
44336,38642,retweet
44337,38643,retweet
44338,38644,retweet
44339,38645,message
44340,38646,retweet
44341,38647,retweet
44342,38648,reply
44343,38648,retweet
44344,38648,retweet
44345,38648,retweet
44346,38649,reply
44347,38649,retweet
44348,38649,retweet
44349,38649,retweet
44350,38650,retweet
44351,38651,retweet
44352,38651,retweet
44353,38652,reply
44354,38652,retweet
44355,38653,retweet
44356,38653,retweet
44357,38653,retweet
44358,38654,retweet
44359,38654,retweet
44360,38654,retweet
44361,38654,retweet
44362,38655,retweet
44363,38655,reply
44364,38655,reply
44365,38656,retweet
44366,38657,retweet
44367,38657,message
44368,38657,retweet
44369,38657,retweet
44370,38657,retweet
44371,38658,retweet
44372,38659,reply
44373,38660,retweet
44374,38661,retweet
44375,38661,retweet
44376,38661,retweet
44377,38662,retweet
44378,38662,reply
44379,38664,retweet
44380,38665,retweet
44381,38666,retweet
44382,38666,retweet
44383,38666,retweet
44384,38667,retweet
44385,38668,retweet
44386,38668,retweet
44387,38668,retweet
44388,38670,retweet
44389,38670,reply
44390,38670,retweet
44391,38671,retweet
44392,38672,retweet
44393,38673,retweet
44394,38674,retweet
44395,38675,retweet
44396,38675,retweet
44397,38676,retweet
44398,38676,retweet
44399,38677,retweet
44400,38677,retweet
44401,38677,reply
44402,38678,message
44403,38679,retweet
44404,38680,retweet
44405,38682,retweet
44406,38683,retweet
44407,38683,retweet
44408,38684,retweet
44409,38684,reply
44410,38685,retweet
44411,38686,retweet
44412,38686,retweet
44413,38687,retweet
44414,38688,retweet
44415,38690,retweet
44416,38690,reply
44417,38690,retweet
44418,38691,reply
44419,38692,retweet
44420,38692,retweet
44421,38695,reply
44422,38695,retweet
44423,38697,retweet
44424,38698,reply
44425,38698,reply
44426,38699,retweet
44427,38700,reply
44428,38701,retweet
44429,38702,retweet
44430,38702,reply
44431,38702,reply
44432,38703,retweet
44433,38704,retweet
44434,38705,reply
44435,38705,message
44436,38705,message
44437,38707,retweet
44438,38707,message
44439,38707,retweet
44440,38707,retweet
44441,38708,reply
44442,38708,message
44443,38709,retweet
44444,38709,retweet
44445,38710,retweet
44446,38712,reply
44447,38713,retweet
44448,38713,retweet
44449,38714,retweet
44450,38715,reply
44451,38715,retweet
44452,38716,retweet
44453,38716,retweet
44454,38716,retweet
44455,38716,retweet
44456,38718,retweet
44457,38719,retweet
44458,38719,reply
44459,38721,retweet
44460,38722,reply
44461,38722,retweet
44462,38723,message
44463,38724,retweet
44464,38724,retweet
44465,38726,retweet
44466,38727,retweet
44467,38728,retweet
44468,38728,retweet
44469,38729,retweet
44470,38729,retweet
44471,38732,retweet
44472,38732,retweet
44473,38732,reply
44474,38734,reply
44475,38734,retweet
44476,38735,retweet
44477,38735,retweet
44478,38736,retweet
44479,38736,retweet
44480,38736,reply
44481,38739,retweet
44482,38740,reply
44483,38740,reply
44484,38740,reply
44485,38742,reply
44486,38742,reply
44487,38744,message
44488,38744,retweet
44489,38745,retweet
44490,38745,reply
44491,38745,retweet
44492,38746,reply
44493,38747,retweet
44494,38750,retweet
44495,38752,retweet
44496,38752,retweet
44497,38752,reply
44498,38754,reply
44499,38758,reply
44500,38758,retweet
44501,38758,retweet
44502,38760,reply
44503,38760,retweet
44504,38761,reply
44505,38762,retweet
44506,38762,retweet
44507,38763,reply
44508,38763,retweet
44509,38764,retweet
44510,38765,retweet
44511,38767,retweet
44512,38767,retweet
44513,38769,retweet
44514,38769,retweet
44515,38769,reply
44516,38770,retweet
44517,38772,reply
44518,38772,retweet
44519,38773,retweet
44520,38773,retweet
44521,38773,reply
44522,38774,retweet
44523,38775,retweet
44524,38775,retweet
44525,38777,retweet
44526,38778,retweet
44527,38779,retweet
44528,38779,retweet
44529,38780,retweet
44530,38780,reply
44531,38782,retweet
44532,38782,retweet
44533,38782,retweet
44534,38783,retweet
44535,38783,retweet
44536,38785,reply
44537,38785,reply
44538,38785,retweet
44539,38786,retweet
44540,38786,retweet
44541,38786,reply
44542,38787,retweet
44543,38788,message
44544,38788,reply
44545,38789,retweet
44546,38789,retweet
44547,38793,retweet
44548,38794,reply
44549,38794,reply
44550,38794,reply
44551,38795,retweet
44552,38797,retweet
44553,38797,retweet
44554,38797,reply
44555,38797,retweet
44556,38798,retweet
44557,38798,reply
44558,38798,retweet
44559,38799,retweet
44560,38800,retweet
44561,38802,retweet
44562,38802,reply
44563,38802,retweet
44564,38802,retweet
44565,38803,reply
44566,38803,retweet
44567,38804,reply
44568,38805,retweet
44569,38805,retweet
44570,38807,retweet
44571,38810,retweet
44572,38810,retweet
44573,38813,reply
44574,38813,retweet
44575,38814,reply
44576,38814,retweet
44577,38815,retweet
44578,38815,retweet
44579,38816,retweet
44580,38816,reply
44581,38817,retweet
44582,38818,retweet
44583,38819,reply
44584,38819,reply
44585,38820,retweet
44586,38820,reply
44587,38820,retweet
44588,38821,retweet
44589,38821,retweet
44590,38822,retweet
44591,38823,reply
44592,38823,retweet
44593,38824,retweet
44594,38824,message
44595,38826,retweet
44596,38826,retweet
44597,38827,retweet
44598,38827,retweet
44599,38828,retweet
44600,38829,retweet
44601,38830,retweet
44602,38831,retweet
44603,38831,retweet
44604,38831,retweet
44605,38831,retweet
44606,38831,retweet
44607,38831,retweet
44608,38831,reply
44609,38831,retweet
44610,38831,retweet
44611,38831,retweet
44612,38831,retweet
44613,38832,retweet
44614,38832,retweet
44615,38832,retweet
44616,38832,retweet
44617,38832,retweet
44618,38832,retweet
44619,38832,retweet
44620,38832,retweet
44621,38832,retweet
44622,38833,retweet
44623,38833,retweet
44624,38833,retweet
44625,38833,retweet
44626,38833,retweet
44627,38834,retweet
44628,38834,retweet
44629,38834,retweet
44630,38834,retweet
44631,38834,retweet
44632,38834,retweet
44633,38835,reply
44634,38835,retweet
44635,38835,message
44636,38835,retweet
44637,38835,retweet
44638,38835,retweet
44639,38836,retweet
44640,38836,retweet
44641,38836,retweet
44642,38836,retweet
44643,38836,retweet
44644,38836,retweet
44645,38837,retweet
44646,38837,retweet
44647,38837,retweet
44648,38837,retweet
44649,38837,retweet
44650,38838,retweet
44651,38838,retweet
44652,38838,retweet
44653,38838,retweet
44654,38838,retweet
44655,38839,retweet
44656,38839,retweet
44657,38839,retweet
44658,38839,retweet
44659,38839,retweet
44660,38839,reply
44661,38840,reply
44662,38840,retweet
44663,38840,retweet
44664,38841,retweet
44665,38841,retweet
44666,38841,retweet
44667,38841,reply
44668,38841,retweet
44669,38842,retweet
44670,38842,retweet
44671,38842,retweet
44672,38842,retweet
44673,38843,retweet
44674,38843,retweet
44675,38843,retweet
44676,38844,retweet
44677,38844,retweet
44678,38844,retweet
44679,38844,retweet
44680,38844,retweet
44681,38846,retweet
44682,38846,retweet
44683,38847,retweet
44684,38847,reply
44685,38849,retweet
44686,38850,retweet
44687,38850,retweet
44688,38853,retweet
44689,38853,retweet
44690,38854,retweet
44691,38856,reply
44692,38859,retweet
44693,38860,reply
44694,38861,retweet
44695,38862,reply
44696,38862,reply
44697,38862,retweet
44698,38863,reply
44699,38863,reply
44700,38864,retweet
44701,38864,reply
44702,38864,retweet
44703,38865,reply
44704,38867,retweet
44705,38867,retweet
44706,38867,retweet
44707,38868,retweet
44708,38869,retweet
44709,38871,retweet
44710,38871,retweet
44711,38871,retweet
44712,38873,retweet
44713,38873,retweet
44714,38873,retweet
44715,38873,retweet
44716,38875,retweet
44717,38877,retweet
44718,38877,retweet
44719,38877,retweet
44720,38878,retweet
44721,38878,retweet
44722,38879,retweet
44723,38879,retweet
44724,38880,retweet
44725,38882,retweet
44726,38883,retweet
44727,38883,reply
44728,38883,retweet
44729,38885,reply
44730,38885,retweet
44731,38885,reply
44732,38886,retweet
44733,38888,message
44734,38891,message
44735,38895,retweet
44736,38896,reply
44737,38897,reply
44738,38897,retweet
44739,38903,reply
44740,38904,retweet
44741,38904,retweet
44742,38904,reply
44743,38906,reply
44744,38908,retweet
44745,38909,retweet
44746,38910,retweet
44747,38911,reply
44748,38911,retweet
44749,38912,reply
44750,38915,retweet
44751,38918,reply
44752,38918,reply
44753,38919,retweet
44754,38920,retweet
44755,38922,retweet
44756,38923,retweet
44757,38923,retweet
44758,38923,retweet
44759,38923,reply
44760,38924,retweet
44761,38924,retweet
44762,38925,reply
44763,38926,retweet
44764,38927,reply
44765,38928,retweet
44766,38928,retweet
44767,38929,reply
44768,38929,retweet
44769,38930,reply
44770,38931,retweet
44771,38931,reply
44772,38933,retweet
44773,38933,retweet
44774,38934,reply
44775,38935,retweet
44776,38936,retweet
44777,38940,retweet
44778,38941,message
44779,38941,retweet
44780,38941,retweet
44781,38941,retweet
44782,38942,reply
44783,38943,retweet
44784,38943,reply
44785,38944,retweet
44786,38944,retweet
44787,38944,retweet
44788,38946,retweet
44789,38947,retweet
44790,38947,retweet
44791,38949,reply
44792,38949,reply
44793,38950,retweet
44794,38950,retweet
44795,38951,retweet
44796,38952,retweet
44797,38954,retweet
44798,38956,reply
44799,38958,reply
44800,38959,message
44801,38959,retweet
44802,38959,retweet
44803,38960,retweet
44804,38960,retweet
44805,38964,reply
44806,38965,retweet
44807,38965,retweet
44808,38968,retweet
44809,38970,reply
44810,38972,retweet
44811,38973,retweet
44812,38975,retweet
44813,38975,message
44814,38975,retweet
44815,38976,retweet
44816,38976,retweet
44817,38977,retweet
44818,38978,retweet
44819,38979,reply
44820,38979,message
44821,38980,retweet
44822,38981,retweet
44823,38981,retweet
44824,38982,retweet
44825,38982,retweet
44826,38983,retweet
44827,38985,retweet
44828,38987,retweet
44829,38987,message
44830,38987,retweet
44831,38991,reply
44832,38991,retweet
44833,38992,reply
44834,38993,retweet
44835,38993,retweet
44836,38993,retweet
44837,38994,message
44838,38994,retweet
44839,38996,retweet
44840,38997,reply
44841,38998,reply
44842,38999,reply
44843,39000,reply
44844,39000,reply
44845,39001,reply
44846,39002,retweet
44847,39002,retweet
44848,39002,retweet
44849,39003,reply
44850,39005,retweet
44851,39005,reply
44852,39008,retweet
44853,39009,retweet
44854,39010,retweet
44855,39014,reply
44856,39014,retweet
44857,39015,reply
44858,39016,retweet
44859,39016,retweet
44860,39018,reply
44861,39018,retweet
44862,39019,reply
44863,39019,retweet
44864,39019,retweet
44865,39020,retweet
44866,39020,message
44867,39020,retweet
44868,39022,retweet
44869,39022,reply
44870,39023,reply
44871,39025,retweet
44872,39027,retweet
44873,39027,reply
44874,39027,retweet
44875,39027,retweet
44876,39030,retweet
44877,39031,retweet
44878,39032,retweet
44879,39032,retweet
44880,39033,retweet
44881,39034,retweet
44882,39034,reply
44883,39035,retweet
44884,39037,reply
44885,39039,retweet
44886,39040,retweet
44887,39040,retweet
44888,39041,message
44889,39043,retweet
44890,39043,retweet
44891,39043,reply
44892,39044,retweet
44893,39044,retweet
44894,39046,reply
44895,39046,retweet
44896,39047,retweet
44897,39048,retweet
44898,39049,retweet
44899,39049,retweet
44900,39050,retweet
44901,39050,retweet
44902,39051,retweet
44903,39053,retweet
44904,39055,retweet
44905,39055,retweet
44906,39055,retweet
44907,39055,retweet
44908,39058,retweet
44909,39058,retweet
44910,39061,retweet
44911,39061,retweet
44912,39061,retweet
44913,39062,message
44914,39063,retweet
44915,39063,retweet
44916,39065,reply
44917,39066,retweet
44918,39067,retweet
44919,39068,retweet
44920,39069,reply
44921,39070,retweet
44922,39070,message
44923,39071,retweet
44924,39072,retweet
44925,39072,message
44926,39072,reply
44927,39072,retweet
44928,39073,retweet
44929,39075,reply
44930,39076,retweet
44931,39076,retweet
44932,39076,retweet
44933,39077,retweet
44934,39083,message
44935,39083,retweet
44936,39083,reply
44937,39084,reply
44938,39085,retweet
44939,39085,retweet
44940,39085,retweet
44941,39086,reply
44942,39086,retweet
44943,39087,reply
44944,39088,retweet
44945,39089,retweet
44946,39090,retweet
44947,39091,retweet
44948,39092,message
44949,39093,retweet
44950,39093,retweet
44951,39095,retweet
44952,39095,retweet
44953,39096,reply
44954,39096,retweet
44955,39097,message
44956,39097,reply
44957,39098,reply
44958,39098,retweet
44959,39098,retweet
44960,39099,retweet
44961,39099,reply
44962,39100,retweet
44963,39100,message
44964,39101,retweet
44965,39102,retweet
44966,39103,retweet
44967,39103,retweet
44968,39104,reply
44969,39106,reply
44970,39106,retweet
44971,39108,retweet
44972,39108,retweet
44973,39109,retweet
44974,39110,retweet
44975,39111,reply
44976,39112,retweet
44977,39113,retweet
44978,39114,retweet
44979,39114,retweet
44980,39116,retweet
44981,39117,retweet
44982,39118,reply
44983,39118,reply
44984,39122,message
44985,39122,retweet
44986,39123,retweet
44987,39124,reply
44988,39124,retweet
44989,39124,retweet
44990,39124,reply
44991,39125,retweet
44992,39125,reply
44993,39128,retweet
44994,39128,retweet
44995,39129,retweet
44996,39130,reply
44997,39130,retweet
44998,39131,retweet
44999,39132,reply
45000,39132,retweet
45001,39134,retweet
45002,39136,retweet
45003,39137,message
45004,39137,retweet
45005,39137,reply
45006,39139,retweet
45007,39140,retweet
45008,39140,retweet
45009,39142,retweet
45010,39142,retweet
45011,39142,retweet
45012,39142,retweet
45013,39143,retweet
45014,39146,retweet
45015,39147,retweet
45016,39147,retweet
45017,39149,message
45018,39150,retweet
45019,39150,retweet
45020,39153,retweet
45021,39155,retweet
45022,39155,reply
45023,39155,retweet
45024,39156,retweet
45025,39157,retweet
45026,39160,retweet
45027,39161,retweet
45028,39163,message
45029,39163,retweet
45030,39163,retweet
45031,39163,retweet
45032,39164,reply
45033,39164,reply
45034,39165,reply
45035,39165,retweet
45036,39165,retweet
45037,39166,retweet
45038,39166,retweet
45039,39166,reply
45040,39168,reply
45041,39169,retweet
45042,39169,retweet
45043,39171,retweet
45044,39172,retweet
45045,39172,retweet
45046,39173,reply
45047,39174,retweet
45048,39175,retweet
45049,39176,retweet
45050,39177,retweet
45051,39178,retweet
45052,39178,retweet
45053,39179,reply
45054,39180,retweet
45055,39181,retweet
45056,39181,reply
45057,39183,message
45058,39183,retweet
45059,39183,retweet
45060,39183,retweet
45061,39184,retweet
45062,39186,retweet
45063,39188,retweet
45064,39189,retweet
45065,39190,retweet
45066,39191,retweet
45067,39192,retweet
45068,39193,retweet
45069,39194,reply
45070,39194,message
45071,39194,retweet
45072,39194,retweet
45073,39195,reply
45074,39195,reply
45075,39196,retweet
45076,39196,retweet
45077,39198,retweet
45078,39199,retweet
45079,39199,retweet
45080,39199,retweet
45081,39200,retweet
45082,39201,retweet
45083,39201,retweet
45084,39201,retweet
45085,39202,retweet
45086,39203,retweet
45087,39205,retweet
45088,39205,reply
45089,39205,reply
45090,39206,retweet
45091,39206,retweet
45092,39206,reply
45093,39207,retweet
45094,39209,retweet
45095,39210,retweet
45096,39211,reply
45097,39212,retweet
45098,39212,reply
45099,39212,reply
45100,39214,reply
45101,39214,retweet
45102,39214,retweet
45103,39214,retweet
45104,39215,reply
45105,39216,reply
45106,39216,retweet
45107,39216,retweet
45108,39216,reply
45109,39216,reply
45110,39217,retweet
45111,39217,retweet
45112,39217,retweet
45113,39218,retweet
45114,39220,retweet
45115,39221,retweet
45116,39221,reply
45117,39222,reply
45118,39222,retweet
45119,39223,retweet
45120,39226,reply
45121,39227,retweet
45122,39228,retweet
45123,39228,reply
45124,39230,reply
45125,39231,reply
45126,39231,retweet
45127,39231,retweet
45128,39232,retweet
45129,39233,retweet
45130,39235,retweet
45131,39235,retweet
45132,39236,reply
45133,39236,retweet
45134,39237,retweet
45135,39237,retweet
45136,39239,retweet
45137,39239,message
45138,39240,reply
45139,39241,reply
45140,39243,reply
45141,39243,retweet
45142,39244,retweet
45143,39244,retweet
45144,39244,reply
45145,39246,retweet
45146,39246,retweet
45147,39248,reply
45148,39248,reply
45149,39248,retweet
45150,39249,reply
45151,39251,retweet
45152,39252,retweet
45153,39252,reply
45154,39253,reply
45155,39253,retweet
45156,39254,retweet
45157,39256,message
45158,39256,retweet
45159,39256,retweet
45160,39257,retweet
45161,39260,retweet
45162,39260,retweet
45163,39262,retweet
45164,39263,retweet
45165,39263,reply
45166,39265,retweet
45167,39266,retweet
45168,39268,message
45169,39268,reply
45170,39268,retweet
45171,39269,reply
45172,39269,reply
45173,39271,retweet
45174,39271,retweet
45175,39271,retweet
45176,39272,retweet
45177,39273,message
45178,39274,retweet
45179,39275,retweet
45180,39276,retweet
45181,39276,retweet
45182,39279,reply
45183,39280,retweet
45184,39280,retweet
45185,39280,retweet
45186,39281,reply
45187,39283,retweet
45188,39284,retweet
45189,39285,retweet
45190,39287,retweet
45191,39288,reply
45192,39289,retweet
45193,39290,retweet
45194,39291,retweet
45195,39292,retweet
45196,39293,reply
45197,39293,reply
45198,39293,reply
45199,39294,retweet
45200,39295,retweet
45201,39295,reply
45202,39295,retweet
45203,39295,retweet
45204,39297,retweet
45205,39298,retweet
45206,39298,retweet
45207,39298,reply
45208,39299,retweet
45209,39300,retweet
45210,39300,retweet
45211,39301,reply
45212,39301,retweet
45213,39303,reply
45214,39304,retweet
45215,39304,retweet
45216,39304,retweet
45217,39304,retweet
45218,39304,retweet
45219,39305,reply
45220,39305,retweet
45221,39305,message
45222,39305,message
45223,39305,reply
45224,39306,retweet
45225,39307,retweet
45226,39307,retweet
45227,39307,retweet
45228,39307,retweet
45229,39307,retweet
45230,39307,retweet
45231,39307,retweet
45232,39307,retweet
45233,39307,retweet
45234,39307,retweet
45235,39308,retweet
45236,39308,retweet
45237,39308,retweet
45238,39308,retweet
45239,39308,reply
45240,39308,retweet
45241,39308,retweet
45242,39308,retweet
45243,39309,retweet
45244,39309,retweet
45245,39309,retweet
45246,39310,retweet
45247,39310,retweet
45248,39311,retweet
